COURSE,DEPARTMENT,COURSEID,CLASSNBR,TOTALENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
GOV   94CA,GOVM,156441.0,11402.0,15.0,,15.0,,,
GOV   94CI,GOVM,160335.0,15550.0,6.0,,6.0,,,
GOV   94CS,GOVM,159827.0,15489.0,4.0,,4.0,,,
GOV   94FG,GOVM,125238.0,12687.0,4.0,,4.0,,,
GOV   94HA,GOVM,156493.0,15049.0,14.0,1.0,13.0,,,
GOV   94LG,GOVM,109736.0,15050.0,14.0,,14.0,,,
GOV   94NL,GOVM,156488.0,11435.0,7.0,,7.0,,,
GOV   94OF,GOVM,128009.0,14113.0,12.0,1.0,11.0,,,
GOV   94PY,GOVM,109733.0,10555.0,15.0,,15.0,,,
GOV   94XY,GOVM,156443.0,11404.0,14.0,,14.0,,,
GOV   99R,GOVM,113319.0,11294.0,40.0,,39.0,,1.0,
GOV 1000,GOVM,113559.0,15284.0,1.0,1.0,,,,
GOV 1008,GOVM,122850.0,16569.0,14.0,2.0,7.0,,,5.0
GOV 1010,GOVM,119479.0,15278.0,17.0,,17.0,,,
GOV 1019,GOVM,125331.0,15281.0,4.0,2.0,1.0,1.0,,
GOV 1052,GOVM,123540.0,15294.0,7.0,1.0,4.0,1.0,,1.0
GOV 1060,GOVM,114754.0,15296.0,29.0,6.0,20.0,3.0,,
GOV 1171,GOVM,114770.0,15303.0,16.0,,15.0,,1.0,
GOV 1219,GOVM,159678.0,15309.0,51.0,2.0,48.0,1.0,,
GOV 1243,GOVM,111162.0,16552.0,21.0,8.0,10.0,,2.0,1.0
GOV 1280,GOVM,110893.0,15306.0,33.0,2.0,30.0,,,1.0
GOV 1292,GOVM,109554.0,15312.0,14.0,,14.0,,,
GOV 1300,GOVM,124447.0,15314.0,48.0,,48.0,,,
GOV 1368,GOVM,121728.0,15319.0,21.0,1.0,19.0,,,
GOV 1510,GOVM,128024.0,14427.0,269.0,,269.0,,,
GOV 1540,GOVM,114432.0,15317.0,115.0,,114.0,,,1.0
GOV 1740,GOVM,118526.0,15327.0,101.0,,100.0,,1.0,
GOV 1780,GOVM,111906.0,15322.0,31.0,1.0,27.0,,3.0,
GOV 1796,GOVM,113210.0,17002.0,11.0,2.0,8.0,,1.0,
GOV 1982,GOVM,111556.0,15324.0,27.0,3.0,23.0,,,1.0
GOV 2000,GOVM,118414.0,12085.0,40.0,30.0,5.0,1.0,,4.0
GOV 2000E,GOVM,127497.0,13864.0,1.0,1.0,,,,
GOV 2002,GOVM,111530.0,11044.0,29.0,22.0,2.0,,,5.0
GOV 2005,GOVM,110953.0,11562.0,14.0,13.0,1.0,,,
GOV 2010,GOVM,121388.0,15057.0,2.0,2.0,,,,
GOV 2022,GOVM,160405.0,15693.0,5.0,3.0,1.0,,,1.0
GOV 2034,GOVM,124836.0,13316.0,7.0,7.0,,,,
GOV 2088,GOVM,123542.0,12882.0,14.0,6.0,4.0,1.0,1.0,2.0
GOV 2148,GOVM,114710.0,12378.0,7.0,3.0,,,,4.0
GOV 2160,GOVM,119573.0,15054.0,14.0,14.0,,,,
GOV 2176,GOVM,124426.0,15053.0,7.0,4.0,,2.0,,1.0
GOV 2305,GOVM,111410.0,10893.0,9.0,8.0,,,,1.0
GOV 2340A,GOVM,128283.0,15179.0,15.0,15.0,,,,
GOV 2340C,GOVM,159875.0,15180.0,13.0,12.0,,,,1.0
GOV 2474,GOVM,156355.0,11353.0,7.0,7.0,,,,
GOV 2710,GOVM,123375.0,12718.0,10.0,9.0,,,,1.0
GOV 2830,GOVM,156510.0,11447.0,8.0,6.0,,,,2.0
GOV 3000A,GOVM,113694.0,16467.0,1.0,1.0,,,,
GOV 3000A,GOVM,113694.0,16481.0,1.0,1.0,,,,
GOV 3001,GOVM,127060.0,13686.0,24.0,24.0,,,,
GOV 3004A,GOVM,123991.0,15343.0,16.0,16.0,,,,
GOV 3005A,GOVM,107770.0,15345.0,16.0,16.0,,,,
GOV 3006A,GOVM,125452.0,15347.0,32.0,32.0,,,,
GOV 3007A,GOVM,127704.0,15268.0,17.0,16.0,,,,1.0
GOV 3008A,GOVM,121718.0,15269.0,2.0,2.0,,,,
GOV 3009A,GOVM,111844.0,15272.0,6.0,6.0,,,,
GOV 3100A,GOVM,127455.0,15274.0,7.0,7.0,,,,
GREEK     AA,CLAS,110622.0,10230.0,13.0,,13.0,,,
GREEK     AC,CLAS,122172.0,13307.0,4.0,1.0,3.0,,,
GREEK     BA,CLAS,114120.0,11897.0,2.0,1.0,,,,1.0
GREEK  110,CLAS,108094.0,15014.0,3.0,2.0,1.0,,,
GREEK  112A,CLAS,112288.0,15005.0,2.0,,2.0,,,
GREEK  122,CLAS,160437.0,15803.0,6.0,5.0,1.0,,,
GREEK  134,CLAS,115238.0,12088.0,8.0,7.0,1.0,,,
HAA   15D,HAA,160560.0,16336.0,27.0,,27.0,,,
HAA   17V,HAA,160563.0,16339.0,28.0,,28.0,,,
HAA   18S,HAA,109835.0,14993.0,3.0,,3.0,,,
HAA   97R,HAA,126539.0,13930.0,1.0,,1.0,,,
HAA   98AR,HAA,110650.0,10322.0,6.0,,6.0,,,
HAA   98BR,HAA,113117.0,10461.0,12.0,,12.0,,,
HAA   99A,HAA,112484.0,15277.0,13.0,,13.0,,,
HAA  143R,HAA,118559.0,12152.0,5.0,3.0,1.0,,,1.0
HAA  150V,HAA,160561.0,16337.0,12.0,1.0,10.0,1.0,,
HAA  157K,HAA,159977.0,15298.0,14.0,6.0,8.0,,,
HAA  173G,HAA,159687.0,14745.0,11.0,1.0,10.0,,,
HAA  175K,HAA,121784.0,14592.0,39.0,3.0,35.0,,,1.0
HAA  177P,HAA,159916.0,15229.0,12.0,12.0,,,,
HAA  179X,HAA,110270.0,10887.0,6.0,,6.0,,,
HAA  188V,HAA,159913.0,15225.0,6.0,2.0,4.0,,,
HAA  192M,HAA,159683.0,14731.0,6.0,3.0,2.0,,,1.0
HAA  199N,HAA,159982.0,15308.0,5.0,3.0,2.0,,,
HAA  223M,HAA,159980.0,15302.0,12.0,10.0,,2.0,,
HAA  270V,HAA,160564.0,16340.0,3.0,1.0,2.0,,,
HAA  280R,HAA,159952.0,18140.0,9.0,8.0,1.0,,,
HAA  285M,HAA,109836.0,14994.0,5.0,2.0,,1.0,,2.0
HAA  287S,HAA,159998.0,15356.0,9.0,6.0,1.0,,,2.0
HAA  291N,HAA,160725.0,17530.0,2.0,2.0,,,,
HAA  297V,HAA,159675.0,14728.0,1.0,,1.0,,,
HAA  300,HAA,116620.0,17746.0,1.0,1.0,,,,
HAA  300,HAA,116620.0,17747.0,1.0,1.0,,,,
HAA  300,HAA,116620.0,17749.0,1.0,1.0,,,,
HAA  310A,HAA,122674.0,17557.0,9.0,9.0,,,,
HAA  399,HAA,118897.0,17760.0,1.0,1.0,,,,
HAA  399,HAA,118897.0,17772.0,1.0,1.0,,,,
HBTM  201,MDSC,143057.0,12530.0,2.0,2.0,,,,
HBTM  235,MDSC,109394.0,10214.0,18.0,17.0,,,,1.0
HBTM  307,MDSC,124270.0,13644.0,1.0,1.0,,,,
HBTM  327,MDSC,125398.0,12849.0,1.0,1.0,,,,
HBTM  329,MDSC,125378.0,12810.0,1.0,1.0,,,,
HBTM  331,MDSC,125405.0,12903.0,1.0,1.0,,,,
HBTM  332,MDSC,160768.0,18026.0,1.0,1.0,,,,
HBTM  342,MDSC,126374.0,13797.0,3.0,3.0,,,,
HBTM  348,MDSC,107631.0,10247.0,2.0,2.0,,,,
HBTM  355,MDSC,109125.0,11676.0,1.0,1.0,,,,
HBTM  359,MDSC,109127.0,11680.0,1.0,1.0,,,,
HBTM  361,MDSC,109129.0,11683.0,5.0,5.0,,,,
HBTM  365,MDSC,109133.0,11688.0,1.0,1.0,,,,
HBTM  369,MDSC,109136.0,11693.0,1.0,1.0,,,,
HBTM  370,MDSC,109137.0,11694.0,1.0,1.0,,,,
HBTM  376,MDSC,109145.0,11705.0,1.0,1.0,,,,
HBTM  380,MDSC,110228.0,10847.0,2.0,2.0,,,,
HBTM  381,MDSC,110229.0,10848.0,1.0,1.0,,,,
HEB   91R,HEB,122594.0,15794.0,5.0,,5.0,,,
HEB   99A,HEB,122595.0,17132.0,11.0,,11.0,,,
HEB 1200,HEB,160614.0,17133.0,6.0,,6.0,,,
HEB 1290,HEB,159565.0,14590.0,14.0,,14.0,,,
HEB 1312,HEB,122589.0,12681.0,15.0,,15.0,,,
HEB 1321,HEB,160432.0,15796.0,8.0,2.0,6.0,,,
HEB 1335,HEB,126512.0,15532.0,6.0,,6.0,,,
HEB 1351,HEB,124949.0,17134.0,3.0,,3.0,,,
HEB 1355,HEB,121996.0,16135.0,20.0,,19.0,,,1.0
HEB 1355,HEB,121996.0,18817.0,13.0,,12.0,,,1.0
HEB 1390,HEB,160738.0,17607.0,31.0,,31.0,,,
HEB 1413,HEB,160458.0,15866.0,8.0,,8.0,,,
HEB 1418,HEB,110741.0,16740.0,3.0,,3.0,,,
HEB 1421,HEB,125032.0,13438.0,2.0,,2.0,,,
HEB 1463,HEB,132169.0,11560.0,4.0,,4.0,,,
HEB 1480,HEB,156174.0,17160.0,6.0,3.0,3.0,,,
HEB 1540,HEB,108665.0,14601.0,11.0,,11.0,,,
HEB 1562,HEB,160455.0,16751.0,17.0,1.0,15.0,,1.0,
HEB 3000,HEB,126279.0,17418.0,2.0,2.0,,,,
HEB 3000,HEB,126279.0,17419.0,1.0,1.0,,,,
HEB 3000,HEB,126279.0,17432.0,2.0,2.0,,,,
HEB 3000,HEB,126279.0,17435.0,1.0,1.0,,,,
HEB 3000,HEB,126279.0,17437.0,1.0,1.0,,,,
HEB 3000,HEB,126279.0,17439.0,2.0,2.0,,,,
HEB 3200,HEB,126919.0,13616.0,4.0,4.0,,,,
HEB 3310,HEB,117873.0,17491.0,3.0,3.0,,,,
HEB 3320,HEB,126281.0,17497.0,2.0,2.0,,,,
HEB 3320,HEB,126281.0,17499.0,1.0,1.0,,,,
HEB 3320,HEB,126281.0,17504.0,1.0,1.0,,,,
HEB 3320,HEB,126281.0,17506.0,1.0,1.0,,,,
HEB 3350,HEB,126406.0,13827.0,1.0,1.0,,,,
HEB 3400,HEB,126282.0,17508.0,1.0,1.0,,,,
HEB 3400,HEB,126282.0,17510.0,2.0,2.0,,,,
HEB 3400,HEB,126282.0,17517.0,4.0,4.0,,,,
HEB 3500,HEB,126283.0,17518.0,1.0,1.0,,,,
HEB 3596,HEB,160709.0,17138.0,1.0,1.0,,,,
HEBREW  243,NELC,160490.0,15981.0,5.0,3.0,2.0,,,
HEBREW  245,NELC,160590.0,16567.0,3.0,3.0,,,,
HIND-URD   91R,SAST,107375.0,17167.0,1.0,1.0,,,,
HIND-URD  101A,SAST,113639.0,15280.0,19.0,4.0,14.0,,,1.0
HIND-URD  102A,SAST,112079.0,15287.0,11.0,1.0,4.0,,,6.0
HIND-URD  103AR,SAST,116494.0,11899.0,6.0,2.0,3.0,,,1.0
HIND-URD  105R,SAST,115587.0,17371.0,2.0,2.0,,,,
HIND-URD  105R,SAST,115587.0,17372.0,1.0,1.0,,,,
HIST   13C,HIST,159640.0,14908.0,10.0,1.0,8.0,,,1.0
HIST   13D,HIST,159592.0,14653.0,10.0,1.0,9.0,,,
HIST   13G,HIST,160572.0,16374.0,7.0,,7.0,,,
HIST   60Q,HIST,160189.0,15438.0,9.0,1.0,8.0,,,
HIST   60U,HIST,160190.0,15440.0,3.0,,3.0,,,
HIST   79E,HIST,125503.0,14784.0,14.0,,14.0,,,
HIST   84H,HIST,123222.0,13615.0,13.0,,13.0,,,
HIST   89H,HIST,108495.0,16255.0,22.0,,22.0,,,
HIST   91R,HIST,110758.0,10573.0,1.0,,1.0,,,
HIST   99A,HIST,116853.0,15288.0,36.0,,36.0,,,
HIST 1013,HIST,159559.0,14717.0,12.0,,12.0,,,
HIST 1042,HIST,160573.0,16375.0,10.0,,9.0,,,1.0
HIST 1047,HIST,160241.0,15502.0,10.0,,10.0,,,
HIST 1063,HIST,113018.0,14777.0,27.0,,27.0,,,
HIST 1068,HIST,110511.0,14793.0,44.0,2.0,40.0,,1.0,1.0
HIST 1270,HIST,124506.0,13130.0,15.0,9.0,5.0,,1.0,
HIST 1300,HIST,119533.0,12690.0,58.0,1.0,56.0,,,1.0
HIST 1405,HIST,127948.0,14782.0,10.0,,10.0,,,
HIST 1410,HIST,125527.0,16263.0,17.0,2.0,14.0,,,1.0
HIST 1513,HIST,108533.0,11009.0,74.0,,73.0,,,1.0
HIST 1878B,HIST,148158.0,14974.0,19.0,8.0,8.0,1.0,,2.0
HIST 1880,HIST,160207.0,15458.0,22.0,11.0,11.0,,,
HIST 1911,HIST,107925.0,10459.0,9.0,,9.0,,,
HIST 1914,HIST,159654.0,14712.0,4.0,1.0,3.0,,,
HIST 1918,HIST,124512.0,14797.0,2.0,1.0,1.0,,,
HIST 1928,HIST,160401.0,15646.0,6.0,2.0,4.0,,,
HIST 1930,HIST,159656.0,14695.0,6.0,1.0,5.0,,,
HIST 1934,HIST,159591.0,14787.0,1.0,,,,,1.0
HIST 1938,HIST,159562.0,14780.0,7.0,,7.0,,,
HIST 1973,HIST,159878.0,15184.0,2.0,,2.0,,,
HIST 1974,HIST,160413.0,15751.0,10.0,4.0,3.0,1.0,,2.0
HIST 1993,HIST,156564.0,11485.0,4.0,3.0,,,,1.0
HIST 1998,HIST,160238.0,15480.0,7.0,5.0,2.0,,,
HIST 2055,HIST,114862.0,14786.0,5.0,5.0,,,,
HIST 2112,HIST,119167.0,15110.0,6.0,5.0,,1.0,,
HIST 2260,HIST,121634.0,14785.0,5.0,5.0,,,,
HIST 2320A,HIST,127616.0,15593.0,4.0,3.0,,1.0,,
HIST 2321,HIST,123047.0,13304.0,10.0,10.0,,,,
HIST 2340A,HIST,111493.0,15591.0,4.0,3.0,,,,1.0
HIST 2341A,HIST,127939.0,15592.0,4.0,2.0,2.0,,,
HIST 2424,HIST,159681.0,14727.0,3.0,3.0,,,,
HIST 2462,HIST,112069.0,10831.0,13.0,12.0,1.0,,,
HIST 2463,HIST,122157.0,13287.0,6.0,6.0,,,,
HIST 2475,HIST,109873.0,10651.0,2.0,2.0,,,,
HIST 2482A,HIST,160380.0,15589.0,15.0,8.0,,,,7.0
HIST 2510,HIST,160127.0,15394.0,10.0,8.0,1.0,1.0,,
HIST 2638,HIST,159563.0,14779.0,12.0,12.0,,,,
HIST 2653,HIST,124013.0,13227.0,15.0,15.0,,,,
HIST 2707,HIST,159554.0,14651.0,6.0,6.0,,,,
HIST 2886,HIST,113048.0,10326.0,6.0,4.0,,1.0,,1.0
HIST 2919A,HIST,160050.0,15390.0,8.0,8.0,,,,
HIST 2950A,HIST,109762.0,15590.0,10.0,10.0,,,,
HIST 2968,HIST,124297.0,13665.0,12.0,10.0,1.0,,,1.0
HIST 3000,HIST,114064.0,16034.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16035.0,3.0,3.0,,,,
HIST 3000,HIST,114064.0,16038.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16041.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16045.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16047.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16048.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16057.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16063.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16067.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16069.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16070.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16072.0,3.0,3.0,,,,
HIST 3000,HIST,114064.0,16076.0,3.0,3.0,,,,
HIST 3000,HIST,114064.0,16078.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16079.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16081.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16083.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16085.0,1.0,1.0,,,,
HIST 3000,HIST,114064.0,16087.0,2.0,2.0,,,,
HIST 3000,HIST,114064.0,16093.0,2.0,2.0,,,,
HIST 3010,HIST,112981.0,16139.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16142.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16144.0,4.0,4.0,,,,
HIST 3010,HIST,112981.0,16147.0,7.0,7.0,,,,
HIST 3010,HIST,112981.0,16149.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16150.0,2.0,2.0,,,,
HIST 3010,HIST,112981.0,16152.0,2.0,2.0,,,,
HIST 3010,HIST,112981.0,16155.0,5.0,5.0,,,,
HIST 3010,HIST,112981.0,16163.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16166.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16172.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16175.0,3.0,3.0,,,,
HIST 3010,HIST,112981.0,16176.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16187.0,3.0,3.0,,,,
HIST 3010,HIST,112981.0,16189.0,2.0,2.0,,,,
HIST 3010,HIST,112981.0,16192.0,2.0,2.0,,,,
HIST 3010,HIST,112981.0,16195.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16202.0,3.0,3.0,,,,
HIST 3010,HIST,112981.0,16208.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16233.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,16237.0,1.0,1.0,,,,
HIST 3010,HIST,112981.0,18859.0,1.0,1.0,,,,
HIST 3900,HIST,110673.0,10345.0,22.0,22.0,,,,
HIST 3920A,HIST,125097.0,15594.0,16.0,16.0,,,,
HIST-LIT   90AV,HLIT,109640.0,10494.0,7.0,,7.0,,,
HIST-LIT   90BK,HLIT,159785.0,15056.0,17.0,,16.0,,1.0,
HIST-LIT   90BL,HLIT,159787.0,15066.0,7.0,,7.0,,,
HIST-LIT   90BO,HLIT,159790.0,15081.0,14.0,,14.0,,,
HIST-LIT   90BP,HLIT,159791.0,15089.0,7.0,,7.0,,,
HIST-LIT   90BQ,HLIT,159792.0,15088.0,7.0,,7.0,,,
HIST-LIT   90BX,HLIT,160727.0,17552.0,18.0,,18.0,,,
HIST-LIT   90BY,HLIT,160728.0,17553.0,12.0,,12.0,,,
HIST-LIT   90BZ,HLIT,160729.0,17554.0,6.0,,6.0,,,
HIST-LIT   90CA,HLIT,160730.0,17555.0,5.0,,5.0,,,
HIST-LIT   90CD,HLIT,160968.0,18385.0,4.0,,4.0,,,
HIST-LIT   90L,HLIT,156003.0,11109.0,18.0,,16.0,,,2.0
HIST-LIT   98R,HLIT,111935.0,10324.0,40.0,,40.0,,,
HIST-LIT   99A,HLIT,115758.0,15292.0,35.0,,35.0,,,
HISTSCI   98,HSCI,109660.0,10516.0,41.0,,41.0,,,
HISTSCI   99A,HSCI,118977.0,12479.0,21.0,,21.0,,,
HISTSCI  100,HSCI,123398.0,12749.0,71.0,,71.0,,,
HISTSCI  115,HSCI,156531.0,11466.0,6.0,1.0,5.0,,,
HISTSCI  141V,HSCI,160367.0,15580.0,17.0,,17.0,,,
HISTSCI  144,HSCI,159730.0,15255.0,10.0,1.0,9.0,,,
HISTSCI  146V,HSCI,156290.0,15570.0,14.0,1.0,12.0,,,1.0
HISTSCI  149V,HSCI,109847.0,15543.0,36.0,,36.0,,,
HISTSCI  166,HSCI,109003.0,11542.0,4.0,2.0,,,,2.0
HISTSCI  179,HSCI,109859.0,15446.0,25.0,,24.0,,1.0,
HISTSCI  180,HSCI,124589.0,13200.0,19.0,,19.0,,,
HISTSCI  181,HSCI,160334.0,15548.0,27.0,1.0,26.0,,,
HISTSCI  192,HSCI,160332.0,15544.0,51.0,4.0,45.0,,1.0,1.0
HISTSCI  194V,HSCI,160191.0,15441.0,12.0,1.0,9.0,,,2.0
HISTSCI  200,HSCI,107754.0,10301.0,7.0,7.0,,,,
HISTSCI  209,HSCI,127097.0,13705.0,11.0,6.0,2.0,1.0,1.0,1.0
HISTSCI  261,HSCI,108933.0,11456.0,6.0,5.0,,,,1.0
HISTSCI  272,HSCI,156326.0,11334.0,11.0,1.0,6.0,,,4.0
HISTSCI  285,HSCI,122718.0,12804.0,5.0,4.0,1.0,,,
HISTSCI  292,HSCI,127069.0,15434.0,11.0,7.0,3.0,,,1.0
HISTSCI  295V,HSCI,160707.0,17006.0,8.0,1.0,3.0,,,4.0
HISTSCI  301,HSCI,116549.0,17640.0,1.0,1.0,,,,
HISTSCI  301,HSCI,116549.0,17646.0,1.0,1.0,,,,
HISTSCI  301,HSCI,116549.0,17647.0,2.0,2.0,,,,
HISTSCI  301,HSCI,116549.0,17651.0,1.0,1.0,,,,
HISTSCI  301,HSCI,116549.0,17658.0,1.0,,,,,1.0
HISTSCI  310HFA,HSCI,125363.0,16747.0,7.0,7.0,,,,
HLTHPOL 2000A,HPOL,113988.0,15348.0,11.0,11.0,,,,
HLTHPOL 3000,HPOL,112764.0,17397.0,1.0,1.0,,,,
HLTHPOL 3000,HPOL,112764.0,17398.0,1.0,1.0,,,,
HLTHPOL 3015A,HPOL,124259.0,17293.0,3.0,3.0,,,,
HLTHPOL 3040A,HPOL,116283.0,15336.0,20.0,20.0,,,,
HLTHPOL 3050,HPOL,110065.0,10756.0,6.0,6.0,,,,
HLTHPOL 3060A,HPOL,119676.0,17010.0,1.0,1.0,,,,
HLTHPOL 3080A,HPOL,119678.0,17009.0,2.0,2.0,,,,
HUMAN   10A,HUM,110440.0,14453.0,75.0,,75.0,,,
HUMAN   11B,HUM,109855.0,15460.0,17.0,,17.0,,,
HUMAN   53,HUM,160423.0,16640.0,8.0,,8.0,,,
HUMAN   54,HUM,160422.0,15765.0,6.0,,6.0,,,
IMMUN  201,MDSC,148547.0,12811.0,22.0,21.0,1.0,,,
IMMUN  301,MDSC,142204.0,12388.0,8.0,8.0,,,,
IMMUN  305,MDSC,146635.0,10250.0,3.0,3.0,,,,
IMMUN  307QC,MDSC,130614.0,10374.0,21.0,10.0,,,,11.0
IMMUN  308,MDSC,156742.0,11616.0,1.0,1.0,,,,
IMMUN  310,MDSC,130018.0,10256.0,2.0,2.0,,,,
IMMUN  312,MDSC,148325.0,13837.0,2.0,2.0,,,,
IMMUN  318,MDSC,130017.0,10251.0,1.0,1.0,,,,
IMMUN  321,MDSC,146443.0,13986.0,4.0,4.0,,,,
IMMUN  322,MDSC,146251.0,13829.0,1.0,1.0,,,,
IMMUN  324,MDSC,142667.0,12054.0,2.0,2.0,,,,
IMMUN  325,MDSC,145418.0,12715.0,2.0,2.0,,,,
IMMUN  327,MDSC,144904.0,13580.0,1.0,1.0,,,,
IMMUN  328R,MDSC,142714.0,12405.0,9.0,9.0,,,,
IMMUN  329,MDSC,133227.0,10667.0,1.0,1.0,,,,
IMMUN  334L,MDSC,160972.0,18477.0,1.0,1.0,,,,
IMMUN  335,MDSC,160760.0,17987.0,2.0,2.0,,,,
IMMUN  336,MDSC,144165.0,13065.0,3.0,3.0,,,,
IMMUN  344,MDSC,143482.0,12142.0,2.0,2.0,,,,
IMMUN  345,MDSC,145022.0,13391.0,1.0,1.0,,,,
IMMUN  346,MDSC,131316.0,11701.0,1.0,1.0,,,,
IMMUN  350,MDSC,131343.0,11881.0,2.0,2.0,,,,
IMMUN  351,MDSC,144582.0,13463.0,2.0,2.0,,,,
IMMUN  353,MDSC,144750.0,13127.0,1.0,1.0,,,,
IMMUN  354,MDSC,146705.0,10583.0,1.0,1.0,,,,
IMMUN  362,MDSC,131559.0,11819.0,1.0,1.0,,,,
IMMUN  364,MDSC,131766.0,10968.0,4.0,4.0,,,,
IMMUN  368,MDSC,131552.0,11805.0,1.0,1.0,,,,
IMMUN  378,MDSC,131566.0,11839.0,2.0,2.0,,,,
IMMUN  390,MDSC,148326.0,13843.0,1.0,1.0,,,,
IMMUN  392,MDSC,148193.0,13306.0,2.0,2.0,,,,
IMMUN  394,MDSC,148194.0,13313.0,1.0,1.0,,,,
INDSTUDY    1,NODEPT,150200.0,16693.0,1.0,,1.0,,,
INDSTUDY    1,NODEPT,150200.0,16696.0,1.0,,1.0,,,
INDSTUDY    1,NODEPT,150200.0,16698.0,2.0,,2.0,,,
INDSTUDY    1,NODEPT,150200.0,16699.0,5.0,,5.0,,,
INDSTUDY    1,NODEPT,150200.0,16700.0,5.0,,5.0,,,
INDSTUDY    1,NODEPT,150200.0,16701.0,3.0,,3.0,,,
INDSTUDY    1,NODEPT,150200.0,16702.0,5.0,,5.0,,,
INDSTUDY    1,NODEPT,150200.0,16704.0,5.0,,5.0,,,
INDSTUDY    1,NODEPT,150200.0,16705.0,2.0,,2.0,,,
INDSTUDY    1,NODEPT,150200.0,16706.0,3.0,,3.0,,,
INDSTUDY    1,NODEPT,150200.0,16707.0,4.0,,4.0,,,
IRISH  132,CELT,119128.0,12668.0,3.0,1.0,2.0,,,
IRISH  200,CELT,123266.0,13654.0,6.0,6.0,,,,
ISLAMCIV  170,NELC,109243.0,16007.0,3.0,2.0,1.0,,,
ISLAMCIV  176,NELC,109812.0,10594.0,1.0,,1.0,,,
ISLAMCIV  178,NELC,111918.0,16891.0,18.0,1.0,16.0,,,1.0
ISLAMCIV  217,NELC,156319.0,11332.0,4.0,3.0,1.0,,,
ITAL     AA,ROML,113814.0,15134.0,15.0,1.0,11.0,,1.0,2.0
ITAL     AA,ROML,113814.0,15135.0,8.0,,8.0,,,
ITAL     AA,ROML,113814.0,15137.0,13.0,1.0,12.0,,,
ITAL     AB,ROML,125061.0,15138.0,8.0,,8.0,,,
ITAL     C,ROML,128265.0,15139.0,6.0,1.0,5.0,,,
ITAL   30,ROML,128266.0,15118.0,3.0,,3.0,,,
ITAL   40,ROML,116233.0,15131.0,7.0,,7.0,,,
ITAL   91R,ROML,111393.0,10841.0,1.0,,1.0,,,
ITAL  112,ROML,160608.0,16613.0,3.0,,3.0,,,
ITAL  117,ROML,160610.0,16615.0,8.0,,8.0,,,
ITAL  134,ROML,160673.0,16796.0,1.0,1.0,,,,
ITAL  142,ROML,160609.0,16614.0,4.0,2.0,2.0,,,
ITAL  244,ROML,160689.0,16898.0,3.0,3.0,,,,
ITAL  262,ROML,108772.0,11159.0,3.0,3.0,,,,
ITAL  320,ROML,114255.0,17575.0,3.0,3.0,,,,
JAPAN     BA,EALC,111193.0,14754.0,36.0,5.0,25.0,,,6.0
JAPAN     BA,EALC,111193.0,14755.0,18.0,1.0,17.0,,,
JAPAN     BA,EALC,111193.0,14756.0,15.0,2.0,13.0,,,
JAPAN  106A,EALC,110782.0,10692.0,2.0,2.0,,,,
JAPAN  120A,EALC,159595.0,14924.0,10.0,3.0,5.0,,,2.0
JAPAN  120A,EALC,159595.0,14925.0,9.0,1.0,8.0,,,
JAPAN  120A,EALC,159595.0,14926.0,8.0,3.0,5.0,,,
JAPAN  130A,EALC,114292.0,14930.0,6.0,,6.0,,,
JAPAN  130A,EALC,114292.0,14931.0,13.0,7.0,6.0,,,
JAPAN  140A,EALC,113348.0,14954.0,7.0,5.0,2.0,,,
JAPAN  140A,EALC,113348.0,14955.0,2.0,1.0,1.0,,,
JAPAN  150A,EALC,114117.0,14959.0,9.0,1.0,5.0,,,3.0
JAPAN  210A,EALC,125813.0,13528.0,4.0,4.0,,,,
JAPAN  300,EALC,114061.0,17260.0,1.0,1.0,,,,
JAPAN  300,EALC,114061.0,17261.0,1.0,1.0,,,,
JAPAN  300,EALC,114061.0,17262.0,1.0,1.0,,,,
JAPNHIST  203,EALC,160510.0,16002.0,3.0,2.0,,1.0,,
JAPNHIST  214R,EALC,159553.0,14686.0,1.0,1.0,,,,
